@relation occupancy_detection_training_dataset

@attribute Temperature numeric
@attribute Humidity numeric
@attribute Light numeric
@attribute CO2 numeric
@attribute HumidityRatio numeric
@attribute Occupancy {Y,N}

@data
23.1,16.95,241,447,0.002955,N
23.08,16.87,248.25,452.5,0.002936,N
23.08,16.87,261,448,0.002936,N
23.08,16.87,252,448.5,0.002936,N
23.05,16.87,243,451.75,0.002932,N
23.03,16.89,239.75,446,0.002932,N
23,16.89,241.33,444,0.002927,N
23,16.87,232.5,441.25,0.002923,N
23.03,16.84,224.75,438.75,0.002923,N
23,16.79,221.67,440,0.00291,N
23,16.79,199,441,0.00291,N
23,16.79,206.25,438,0.00291,N
23,16.84,186,439.75,0.002919,N
23,16.82,189,443,0.002916,N
23,16.75,189,442.75,0.002902,N
22.96,16.79,189,440,0.002904,N
22.97,16.79,181.5,444,0.002905,N
22.97,16.87,198,445.5,0.002918,N
22.95,16.84,180,444.5,0.002909,N
22.92,16.89,193.5,441.5,0.002913,N
22.92,16.87,188.5,442.5,0.002909,N
22.93,16.89,202,446.33,0.002914,N
22.89,16.92,187.5,447.25,0.002913,N
22.89,16.89,205,445,0.002908,N
22.89,17,201.5,437,0.002927,N
22.89,17,193.75,440.25,0.002927,N
22.89,17,171.75,438.5,0.002927,N
22.79,17,157,440.25,0.002909,N
22.82,17.07,139.33,446,0.002927,N
22.79,17.07,164.67,444.33,0.002921,N
22.79,17.1,150,443.5,0.002926,N
22.76,17.1,149.67,441.67,0.002921,N
22.72,17.08,154,439.5,0.00291,N
22.73,17.03,160.67,441,0.002904,N
22.7,17.08,143.25,446.5,0.002906,N
22.7,17.1,151,441.5,0.00291,N
22.7,17.03,153.33,441.67,0.002899,N
22.7,17.03,157,439.5,0.002898,N
22.7,17.05,144.75,442.5,0.002902,N
22.7,17.1,115,443.75,0.00291,N
22.65,17.1,131,445,0.002902,N
22.6,17.1,140,443.25,0.002893,N
22.6,17.1,167.67,444,0.002893,N
22.6,17.13,168.75,436.5,0.002897,N
22.6,17.13,176,437,0.002898,N
22.6,17.18,163,445.75,0.002905,N
22.6,17.2,170,446,0.00291,N
22.6,17.18,163.25,443.75,0.002905,N
22.6,17.1,151,442.25,0.002893,N
22.6,17.17,140.67,446,0.002904,N
22.6,17.15,138.5,446.25,0.002901,N
22.6,17.18,142.5,443,0.002905,N
22.6,17.17,139,439.33,0.002904,N
22.6,17.22,158.5,441.5,0.002914,N
22.55,17.22,157,440.5,0.002905,N
22.6,17.2,148,442.5,0.00291,N
22.55,17.25,139,444,0.002908,N
22.5,17.25,139,444,0.0029,N
22.5,17.34,151.75,443.75,0.002916,N
22.5,17.39,142,445,0.002924,N
22.5,17.37,126.5,447.5,0.00292,N
22.5,17.39,120,444.33,0.002924,N
22.47,17.37,123,443,0.002915,N
22.45,17.37,121.5,441.5,0.00291,N
22.5,17.39,117,437,0.002924,N
22.47,17.39,126,440,0.002919,N
22.39,17.32,124,439.67,0.002893,N
22.39,17.32,123,437,0.002892,N
22.39,17.34,138,436,0.002896,N
22.39,17.39,116,442.75,0.002905,N
22.39,17.39,122.75,441.5,0.002905,N
22.39,17.42,128.25,442,0.002909,N
22.37,17.39,126.5,441,0.0029,N
22.36,17.5,119,442.33,0.002917,N
22.39,17.53,110,442.25,0.002927,N
22.39,17.6,125,442.67,0.00294,N
22.37,17.6,116,442,0.002935,N
22.29,17.6,119,438,0.002922,N
22.29,17.6,116,440.5,0.002922,N
22.34,17.6,107,445,0.002931,N
22.29,17.6,107,439.5,0.002922,N
22.29,17.6,118,440.67,0.002922,N
22.29,17.68,100,440.5,0.002934,N
22.29,17.7,100,440,0.002939,N
22.29,17.7,100,442.75,0.002939,N
22.29,17.7,100,443,0.002939,N
22.22,17.68,99.5,443.5,0.002922,N
22.2,17.7,87,445.5,0.002922,N
22.2,17.7,87,444.5,0.002922,N
22.2,17.7,105,441.25,0.002922,N
22.2,17.7,105,442,0.002922,N
22.18,17.75,90.5,440.25,0.002925,N
22.15,17.75,97.75,441.25,0.002921,N
22.18,17.79,93.25,441.5,0.002933,N
22.15,17.79,87,438.5,0.002928,N
22.1,17.79,87,445.33,0.002919,N
22.13,17.79,87,443.67,0.002925,N
22.13,17.82,70,438.75,0.002928,N
22.1,17.82,89.33,441,0.002925,N
22.1,17.87,91.75,438,0.002932,N
22.1,17.89,81,437,0.002936,N
22.1,17.89,81,446.25,0.002936,N
22.1,17.95,76.5,445.25,0.002945,N
22.05,17.95,63,443.5,0.002936,N
22.07,17.96,82.33,441.67,0.002942,N
22.03,17.92,77.5,445.5,0.002927,N
22,17.97,77.5,446.5,0.002931,N
22,18,78.5,445.25,0.002936,N
22,18,74,446,0.002936,N
21.96,18,74,443,0.002929,N
21.97,18.05,74,440.5,0.002939,N
21.97,18.03,69.75,441,0.002935,N
21.89,18.1,57,439.33,0.002933,N
21.89,18.1,69.75,437,0.002933,N
21.89,18.1,68,438,0.002933,N
21.89,18.1,68,446,0.002933,N
21.89,18.1,64.4,442,0.002933,N
21.86,18.17,62,442,0.002937,N
21.87,18.18,68,437.5,0.00294,N
21.87,18.2,68,441,0.002944,N
21.82,18.23,50,441.33,0.002942,N
21.84,18.25,57.25,440.5,0.002947,N
21.79,18.2,64.5,442.5,0.002931,N
21.79,18.2,64.5,436.5,0.002931,N
21.79,18.29,52,442,0.002945,N
21.75,18.29,54.5,440,0.002937,N
21.75,18.32,62,438.5,0.002941,N
21.75,18.34,62,442,0.002945,N
21.7,18.39,44,442,0.002945,N
21.7,18.39,51,441.5,0.002945,N
21.7,18.39,62.67,442,0.002945,N
21.7,18.39,58,441.75,0.002945,N
21.67,18.43,44,440.67,0.002945,N
21.7,18.47,44,442.5,0.002958,N
21.65,18.45,44,443,0.002945,N
21.6,18.5,51,442.5,0.002945,N
21.6,18.5,53.75,446.5,0.002945,N
21.6,18.5,45.33,442,0.002945,N
21.6,18.53,47.75,442.5,0.002949,N
21.6,18.58,55,440.5,0.002957,N
21.57,18.6,55,440,0.002955,N
21.55,18.65,50.5,439.25,0.00296,N
21.5,18.6,37,442,0.002943,N
21.5,18.7,37,442,0.002958,N
21.5,18.7,37,438.75,0.002958,N
21.5,18.7,37,439,0.002958,N
21.5,18.77,37,440.75,0.002969,N
21.5,18.79,37,440,0.002973,N
21.5,18.79,37,439.5,0.002973,N
21.45,18.82,37,440,0.002967,N
21.39,18.79,37,439,0.002953,N
21.39,18.82,43.75,439,0.002957,N
21.39,18.89,33.5,436.75,0.002969,N
21.39,18.89,38.33,440.33,0.002969,N
21.37,18.89,33.5,440.75,0.002964,N
21.37,18.89,33.5,443.25,0.002964,N
21.29,18.89,48,444,0.00295,N
21.29,18.95,33.5,435.75,0.002959,N
21.29,19,40.75,436.5,0.002968,N
21.32,19.03,48,440.33,0.002979,N
21.29,19.1,48,439,0.002983,N
21.29,19.1,48,438,0.002983,N
21.29,19.1,42.33,437.67,0.002983,N
21.27,19.16,39.5,439.75,0.002989,N
21.26,19.17,40.75,437.75,0.002988,N
21.22,19.2,32.25,439.75,0.002986,N
21.2,19.2,36.5,437.5,0.002982,N
21.2,19.2,31,435.67,0.002982,N
21.2,19.27,37,435.75,0.002993,N
21.2,19.29,19,443,0.002996,N
21.2,19.29,31,440.25,0.002996,N
21.15,19.34,31,439.5,0.002995,N
21.2,19.39,22,433.5,0.003012,N
21.1,19.39,19.75,433.5,0.002993,N
21.1,19.45,26.5,439.5,0.003002,N
21.13,19.5,19,439,0.003015,N
21.1,19.5,24,435,0.003011,N
21.1,19.55,24,437,0.003018,N
21.08,19.58,24,436,0.003018,N
21.03,19.5,24,438,0.002998,N
21.08,19.58,24,441.25,0.003018,N
21.03,19.6,24,440.33,0.003014,N
21,19.6,24,438,0.003007,N
21,19.68,24,436,0.003019,N
21,19.66,24,440.25,0.003017,N
21,19.79,24,444,0.003037,N
21,19.79,12,444,0.003037,N
20.95,19.79,6,437.2,0.003026,N
20.89,19.79,6,439.5,0.003016,N
20.92,19.84,6,433.5,0.003029,N
20.89,19.84,6,439.25,0.003024,N
20.89,19.87,6,443.75,0.003028,N
20.86,19.82,6,446,0.003015,N
20.89,19.95,11.5,437,0.00304,N
20.87,19.95,13.5,435.75,0.003035,N
20.89,20,10,438,0.003048,N
20.86,20,9.33,441.33,0.003042,N
20.86,20,9.33,444.33,0.003042,N
20.82,19.97,7,438.5,0.00303,N
20.82,20,7,438.75,0.003034,N
20.79,20,7,441.5,0.00303,N
20.79,20,10.5,438.75,0.00303,N
20.79,20,14,437.33,0.00303,N
20.79,20,14,438.75,0.00303,N
20.79,20.08,10.5,440,0.003041,N
20.79,20.15,14,440.5,0.003052,N
20.79,20.15,14,441,0.003052,N
20.79,20.2,14,439.33,0.00306,N
20.72,20.25,14,436.75,0.003054,N
20.72,20.29,14,435.75,0.003061,N
20.72,20.25,14,436.75,0.003054,N
20.7,20.37,14,437.5,0.003068,N
20.7,20.39,14,440.75,0.003072,N
20.7,20.39,14,441,0.003072,N
20.7,20.5,14,433.75,0.003088,N
20.7,20.5,14,438,0.003088,N
20.7,20.53,14,442.75,0.003092,N
20.67,20.5,14,441,0.003082,N
20.7,20.58,14,436.5,0.0031,N
20.7,20.6,14,435,0.003104,N
20.7,20.6,4.67,441,0.003104,N
20.7,20.6,0,443,0.003104,N
20.7,20.65,0,439,0.003111,N
20.63,20.63,0,438,0.003096,N
20.7,20.7,0,436.5,0.003119,N
20.6,20.63,0,437.67,0.003089,N
20.6,20.7,0,438,0.003099,N
20.7,20.7,0,443,0.003119,N
20.6,20.7,0,439,0.003099,N
20.6,20.7,0,439,0.003099,N
20.6,20.7,0,440,0.003099,N
20.6,20.75,0,439.5,0.003106,N
20.6,20.79,0,431.67,0.003113,N
20.6,20.79,0,434.5,0.003113,N
20.6,20.89,0,437,0.003128,N
20.6,20.89,0,441.5,0.003128,N
20.55,20.89,0,431,0.003118,N
20.6,20.89,0,437,0.003128,N
20.6,20.96,0,433.67,0.003139,N
20.6,21.03,0,439.67,0.00315,N
20.6,21.05,0,439.5,0.003152,N
20.5,21,0,440,0.003125,N
20.5,21,0,436,0.003125,N
20.6,21,0,435,0.003145,N
20.5,21.15,0,440,0.003148,N
20.5,21.1,0,438,0.00314,N
20.5,21.1,0,435,0.00314,N
20.55,21.1,0,435,0.00315,N
20.5,21.1,0,434,0.00314,N
20.5,21.2,0,436,0.003155,N
20.5,21.25,0,439.5,0.003162,N
20.5,21.26,0,441.33,0.003164,N
20.5,21.25,0,442,0.003162,N
20.5,21.29,0,435.5,0.003168,N
20.5,21.29,0,436.5,0.003168,N
20.5,21.29,0,441.67,0.003168,N
20.5,21.29,0,442,0.003168,N
20.5,21.39,0,440,0.003183,N
20.5,21.39,0,437.25,0.003183,N
20.5,21.39,0,437,0.003183,N
20.5,21.45,0,435.5,0.003192,N
20.5,21.39,0,433.5,0.003183,N
20.5,21.39,0,436,0.003183,N
20.5,21.39,0,439,0.003183,N
20.5,21.5,0,438.5,0.003199,N
20.5,21.55,0,435.5,0.003207,N
20.46,21.57,0,438.67,0.003203,N
20.47,21.63,0,442.5,0.003213,N
20.5,21.6,0,437.5,0.003215,N
20.5,21.6,0,435,0.003215,N
20.39,21.6,0,434,0.003193,N
20.39,21.6,0,438,0.003193,N
20.39,21.63,0,431,0.003198,N
20.39,21.7,0,430,0.003208,N
20.39,21.76,0,436.67,0.003217,N
20.39,21.76,0,439.33,0.003217,N
20.5,21.89,0,437,0.003258,N
20.39,21.79,0,443.5,0.003221,N
20.39,21.89,0,435,0.003236,N
20.39,21.89,0,434,0.003236,N
20.39,21.89,0,437.67,0.003236,N
20.39,22,0,441.5,0.003252,N
20.39,22,0,433,0.003252,N
20.39,22,0,433.33,0.003252,N
20.39,22,0,433,0.003252,N
20.39,22,0,432,0.003252,N
20.39,22.1,0,439,0.003267,N
20.39,22.05,0,441,0.00326,N
20.39,22.1,0,442.5,0.003267,N
20.39,22.1,0,444.5,0.003267,N
20.39,22.1,0,440,0.003267,N
20.39,22.2,0,433,0.003282,N
20.39,22.2,0,436,0.003282,N
20.39,22.2,0,441,0.003282,N
20.39,22.25,0,433,0.003289,N
20.36,22.29,0,434.33,0.003289,N
20.34,22.29,0,434,0.003285,N
20.34,22.34,0,437,0.003293,N
20.29,22.34,0,438.5,0.003283,N
20.29,22.29,0,439,0.003275,N
20.39,22.39,0,432,0.00331,N
20.34,22.45,0,442,0.003308,N
20.29,22.5,0,439.33,0.003306,N
20.29,22.5,0,432,0.003306,N
20.29,22.6,0,434,0.003321,N
20.29,22.6,0,434,0.003321,N
20.29,22.65,0,435,0.003328,N
20.29,22.7,0,437,0.003336,N
20.29,22.7,0,437,0.003336,N
20.29,22.7,0,437,0.003336,N
20.29,22.7,0,436,0.003336,N
20.29,22.75,0,438,0.003342,N
20.29,22.79,0,428,0.003349,N
20.29,22.79,0,433,0.003349,N
20.29,22.79,0,435,0.003349,N
20.29,22.89,0,439.5,0.003364,N
20.29,22.89,0,438.5,0.003364,N
20.29,22.89,0,440,0.003364,N
20.29,23,0,438,0.00338,N
20.2,22.89,0,437,0.003345,N
20.29,23,0,435.5,0.00338,N
20.25,22.97,0,436,0.003367,N
20.26,23,0,435.25,0.003373,N
20.2,23,0,432,0.003361,N
20.25,23.05,0,436,0.003378,N
20.25,23.05,0,441,0.003378,N
20.2,23,0,437,0.003361,N
20.2,23.1,0,438,0.003376,N
20.2,23.1,0,436,0.003376,N
20.2,23.23,0,438,0.003395,N
20.2,23.2,0,435,0.003391,N
20.2,23.29,0,441,0.003404,N
20.2,23.29,0,436,0.003404,N
20.1,23.29,0,434.5,0.003383,N
20.15,23.29,0,438,0.003393,N
20.15,23.29,0,439,0.003393,N
20.2,23.36,0,440,0.003414,N
20.15,23.29,0,441.5,0.003393,N
20.15,23.34,0,439.5,0.003401,N
20.2,23.39,0,439,0.003418,N
20.1,23.34,0,436.5,0.00339,N
20.2,23.34,0,433,0.003411,N
20.1,23.39,0,439,0.003397,N
20.2,23.46,0,439.33,0.003429,N
20.2,23.45,0,435,0.003427,N
20.15,23.55,0,438.5,0.003431,N
20.15,23.5,0,441,0.003424,N
20.15,23.6,0,441,0.003439,N
20.15,23.65,0,442,0.003446,N
20.15,23.65,0,440,0.003446,N
20.15,23.6,0,440,0.003439,N
20.2,23.75,0,444,0.003471,N
20.2,23.7,0,443,0.003464,N
20.15,23.7,0,441.5,0.003453,N
20.2,23.7,0,440.5,0.003464,N
20.15,23.9,0,440,0.003482,N
20.15,24,0,442,0.003497,N
20.1,24.05,0,434.5,0.003494,N
20.13,24.03,0,437.67,0.003498,N
20.1,24.07,0,441.67,0.003496,N
20.1,24,0,436,0.003486,N
20.1,24.15,0,440,0.003508,N
20.1,24.1,0,445,0.003501,N
20.1,24.1,0,441,0.003501,N
20.1,24.2,0,443,0.003516,N
20.1,24.1,0,438.5,0.003501,N
20.2,24.1,0,439,0.003523,N
20.1,24,0,444,0.003486,N
20.1,24.05,0,438.5,0.003494,N
20.1,24.2,0,439,0.003516,N
20.1,24.15,0,437,0.003508,N
20.1,24.2,0,435.33,0.003516,N
20.1,24.2,0,440,0.003516,N
20.1,24.2,0,435,0.003516,N
20.05,24.2,0,440,0.003505,N
20.1,24.25,0,439.5,0.003522,N
20.1,24.25,0,445,0.003522,N
20.05,24.25,0,442,0.003511,N
20.07,24.29,0,441,0.003521,N
20,24.32,0,441.5,0.003512,N
20.1,24.39,0,440,0.003543,N
20.07,24.46,0,439.33,0.003547,N
20.1,24.5,0,446,0.003559,N
20,24.45,0,445,0.003529,N
20,24.5,0,444,0.003537,N
20.1,24.6,0,445,0.003574,N
20,24.5,0,443.5,0.003537,N
20,24.5,0,444,0.003537,N
20.1,24.7,0,443,0.003589,N
20,24.6,0,443,0.003552,N
20,24.7,0,443,0.003566,N
20,24.7,0,442,0.003566,N
20,24.7,0,447,0.003566,N
20,24.75,0,441.5,0.003573,N
20,24.79,0,441.67,0.003579,N
20,24.89,0,434,0.003594,N
20,24.89,0,439,0.003594,N
20,24.89,0,440,0.003594,N
20,24.95,0,439,0.003602,N
20,25,0,437,0.00361,N
20,25,0,442,0.00361,N
20,25.07,0,446.33,0.00362,N
20,25.03,0,442,0.003614,N
20,25.1,0,440.5,0.003624,N
20,25.05,0,441,0.003617,N
20,25,0,443,0.00361,N
20,25,0,441.67,0.00361,N
20,25,0,438.5,0.00361,N
20,25,0,443,0.00361,N
20.03,25.03,0,440.5,0.003619,N
20.03,25.05,0,441.25,0.003623,N
20.05,25.1,0,443.5,0.003636,N
20,25,0,445.5,0.00361,N
20,25.1,0,447,0.003624,N
20,25.1,0,445,0.003624,N
20,25.07,0,443,0.00362,N
20.1,25.2,0,444,0.003662,N
20,25.13,0,445.33,0.003629,N
20.05,25.15,0,443,0.003643,N
20,25.2,0,440.5,0.003639,N
20,25.2,0,440.5,0.003639,N
20,25.2,0,439,0.003639,N
20.03,25.23,0,447,0.003651,N
20,25.2,0,447,0.003639,N
20,25.29,0,442,0.003652,N
20,25.27,0,439,0.003649,N
20,25.29,0,440,0.003652,N
20,25.34,0,440,0.003659,N
20.03,25.36,0,442,0.003669,N
20,25.34,0,440,0.003659,N
20,25.39,0,439.5,0.003667,N
20,25.45,0,439.5,0.003675,N
20,25.5,0,440,0.003683,N
20,25.55,0,441,0.00369,N
20,25.6,0,443,0.003697,N
20,25.65,0,442,0.003704,N
20,25.7,0,445,0.003712,N
20,25.65,0,441,0.003704,N
20,25.7,0,439.5,0.003712,N
19.95,25.75,0,440,0.003705,N
20,25.84,0,434,0.003732,N
20,25.89,0,440,0.003739,N
20,25.89,0,443,0.003739,N
19.95,25.89,0,442.5,0.003726,N
19.89,25.89,0,441,0.003714,N
19.95,25.89,0,443,0.003726,N
19.93,25.96,0,444.33,0.003733,N
19.93,26,0,446.33,0.003738,N
19.89,26.1,0,436,0.003744,N
19.89,26.1,0,438.5,0.003744,N
20,26.1,0,436,0.00377,N
19.89,26.1,0,443,0.003744,N
19.89,26.1,0,445.5,0.003744,N
19.89,26.1,0,445.5,0.003744,N
19.89,26.2,0,441.33,0.003758,N
19.89,26.2,0,440,0.003758,N
19.89,26.25,0,438.5,0.003765,N
19.89,26.25,0,443.5,0.003765,N
19.89,26.2,0,441,0.003758,N
19.89,26.29,0,439,0.003771,N
19.89,26.29,0,440.5,0.003771,N
19.89,26.29,0,444,0.003771,N
19.89,26.29,0,439,0.003771,N
19.89,26.29,0,438,0.003771,N
19.89,26.29,0,438,0.003771,N
19.89,26.39,0,440,0.003786,N
19.89,26.39,0,443,0.003786,N
19.79,26.39,0,435,0.003762,N
19.89,26.6,0,439,0.003816,N
19.89,26.6,0,438,0.003816,N
19.82,26.6,0,440.33,0.0038,N
19.79,26.5,0,438,0.003778,N
19.82,26.6,0,440.67,0.0038,N
19.89,26.6,0,435.33,0.003816,N
19.84,26.6,0,437,0.003804,N
19.89,26.6,0,438,0.003816,N
19.89,26.6,0,441,0.003816,N
19.89,26.55,0,442,0.003809,N
19.89,26.6,0,441.5,0.003816,N
19.89,26.6,0,440.5,0.003816,N
19.89,26.6,0,443.67,0.003816,N
19.89,26.7,0,441,0.003831,N
19.89,26.79,0,440,0.003844,N
19.89,26.84,0,429.5,0.003851,N
19.89,26.7,0,433,0.003831,N
19.89,26.68,0,443,0.003827,N
19.89,26.7,0,438.75,0.003831,N
19.89,26.7,0,441,0.003831,N
19.89,26.79,0,443,0.003844,N
19.89,26.7,0,438.67,0.003831,N
19.89,26.79,0,437,0.003844,N
19.89,26.79,0,438,0.003844,N
19.89,26.79,0,437.5,0.003844,N
19.89,26.84,0,445,0.003851,N
19.89,26.89,0,443,0.003858,N
19.89,26.89,0,440.67,0.003858,N
19.89,26.95,0,441.5,0.003866,N
19.89,27,0,442.5,0.003874,N
19.89,27,0,440.5,0.003874,N
19.89,27.1,0,438,0.003888,N
19.89,27.1,0,438,0.003888,N
19.89,27.1,0,438.5,0.003888,N
19.79,27.1,0,441,0.003864,N
19.89,27.2,0,444,0.003903,N
19.89,27.25,0,441.5,0.003909,N
19.89,27.29,0,438,0.003916,N
19.89,27.29,0,441,0.003916,N
19.79,27.2,0,440.5,0.003878,N
19.79,27.23,0,443,0.003883,N
19.79,27.29,0,442,0.003891,N
19.79,27.29,0,446,0.003891,N
19.79,27.29,0,444,0.003891,N
19.79,27.29,0,438,0.003891,N
19.79,27.29,0,438,0.003891,N
19.79,27.29,0,437,0.003891,N
19.79,27.36,0,437,0.003901,N
19.79,27.39,0,443.5,0.003906,N
19.79,27.5,0,444,0.003922,N
19.79,27.39,0,442,0.003906,N
19.79,27.5,0,440,0.003922,N
19.79,27.5,0,441,0.003922,N
19.79,27.5,0,443.67,0.003922,N
19.79,27.5,0,438.33,0.003922,N
19.79,27.5,0,444,0.003922,N
19.79,27.5,0,444.5,0.003922,N
19.79,27.6,0,440,0.003936,N
19.79,27.65,0,441,0.003943,N
19.79,27.7,0,436.5,0.00395,N
19.75,27.7,0,435,0.003939,N
19.79,27.7,0,442,0.00395,N
19.79,27.7,0,443,0.00395,N
19.79,27.79,0,441,0.003963,N
19.7,27.79,0,439,0.003941,N
19.7,27.84,0,437,0.003948,N
19.7,27.89,0,440,0.003955,N
19.73,27.96,0,439,0.003973,N
19.79,28,0,438,0.003993,N
19.7,27.95,0,438,0.003963,N
19.75,27.95,0,443,0.003974,N
19.79,27.79,0,439,0.003963,N
19.75,27.79,0,441,0.003952,N
19.79,27.79,0,437.5,0.003963,N
19.79,27.79,0,439.5,0.003963,N
19.79,27.79,0,435.5,0.003963,N
19.79,27.79,0,438,0.003963,N
19.79,27.79,0,437,0.003963,N
19.79,27.79,0,434.67,0.003963,N
19.79,27.79,0,439,0.003963,N
19.79,27.79,0,438,0.003963,N
19.79,27.84,0,441.5,0.00397,N
19.79,27.79,0,439.5,0.003963,N
19.79,27.95,0,436,0.003985,N
19.79,28.05,0,433.5,0.004,N
19.79,28.05,0,433,0.004,N
19.79,28.15,0,433.5,0.004015,N
19.79,28.03,0,431.67,0.003998,N
19.79,28.1,0,431.5,0.004008,N
19.79,28.2,0,430.5,0.004022,N
19.76,28.23,0,435,0.004019,N
19.7,28.29,0,438,0.004012,N
19.75,28.34,0,439.5,0.004031,N
19.7,28.39,0,440.5,0.004027,N
19.7,28.39,0,435.5,0.004027,N
19.7,28.39,0,435.5,0.004027,N
19.7,28.45,0,438.5,0.004034,N
19.7,28.5,0,437,0.004042,N
19.7,28.5,0,430.5,0.004042,N
19.7,28.5,0,433.5,0.004042,N
19.7,28.45,0,437.5,0.004034,N
19.7,28.5,0,436.5,0.004042,N
19.7,28.5,0,439,0.004042,N
19.7,28.5,0,437,0.004042,N
19.7,28.5,0,440.5,0.004042,N
19.7,28.53,0,441.33,0.004047,N
19.7,28.57,0,439.67,0.004052,N
19.7,28.6,0,440,0.004057,N
19.65,28.6,0,439.5,0.004044,N
19.7,28.65,0,436,0.004064,N
19.65,28.65,0,438.5,0.004051,N
19.65,28.65,0,440.5,0.004051,N
19.7,28.7,0,437.5,0.004071,N
19.6,28.6,0,435,0.004031,N
19.7,28.7,0,435.5,0.004071,N
19.7,28.7,0,440,0.004071,N
19.6,28.6,0,438,0.004031,N
19.67,28.73,0,439.67,0.004067,N
19.65,28.75,0,441,0.004065,N
19.65,28.79,0,438,0.004071,N
19.7,28.95,0,440,0.004106,N
19.7,28.95,0,441.5,0.004106,N
19.6,28.89,0,439,0.004072,N
19.6,28.84,0,435,0.004065,N
19.65,28.95,0,437,0.004093,N
19.65,28.95,0,438.5,0.004093,N
19.6,28.89,0,439,0.004072,N
19.7,29,0,441,0.004114,N
19.65,28.95,0,441,0.004093,N
19.6,28.89,0,444.5,0.004072,N
19.65,28.95,0,443.5,0.004093,N
19.7,29.05,0,437.5,0.004121,N
19.7,29,0,438.5,0.004114,N
19.6,28.89,0,433.5,0.004072,N
19.7,29,0,432,0.004114,N
19.7,28.89,0,433,0.004098,N
19.67,28.86,0,433,0.004085,N
19.7,28.89,0,439,0.004098,N
19.7,29,0,440,0.004114,N
19.65,28.89,0,439,0.004085,N
19.7,28.95,0,437.5,0.004106,N
19.7,29.05,0,438,0.004121,N
19.65,28.95,0,441,0.004093,N
19.7,29.05,0,438.5,0.004121,N
19.7,29.05,0,437.5,0.004121,N
19.7,29.05,0,444,0.004121,N
19.7,29.1,0,439,0.004128,N
19.7,29.1,0,438,0.004128,N
19.67,29.1,0,439.67,0.004119,N
19.7,29,0,438,0.004114,N
19.7,29,0,438,0.004114,N
19.7,29.05,0,438.5,0.004121,N
19.7,29,0,438,0.004114,N
19.7,29.17,0,439.67,0.004137,N
19.7,29.1,0,436,0.004128,N
19.6,29.1,0,438,0.004102,N
19.67,29.1,0,440.67,0.004119,N
19.7,29.1,0,440,0.004128,N
19.65,29.2,0,435,0.004129,N
19.65,29.25,0,438,0.004136,N
19.65,29.25,0,439.5,0.004136,N
19.65,29.29,0,432.5,0.004142,N
19.65,29.34,0,433,0.004149,N
19.6,29.29,0,432,0.004129,N
19.6,29.29,0,437,0.004129,N
19.65,29.34,0,435,0.004149,N
19.6,29.29,0,438,0.004129,N
19.7,29.39,0,438,0.004169,N
19.6,29.29,0,439.33,0.004129,N
19.63,29.36,0,436.67,0.004147,N
19.6,29.39,0,432,0.004143,N
19.6,29.39,0,438,0.004143,N
19.6,29.39,0,440.67,0.004143,N
19.6,29.39,0,438,0.004143,N
19.6,29.39,0,438.5,0.004143,N
19.6,29.46,0,438.67,0.004154,N
19.6,29.5,0,437.5,0.004159,N
19.6,29.45,0,437,0.004151,N
19.6,29.5,0,440,0.004159,N
19.55,29.5,0,441,0.004146,N
19.6,29.5,0,438,0.004159,N
19.6,29.5,0,439,0.004159,N
19.6,29.5,0,440.5,0.004159,N
19.6,29.6,0,439.5,0.004173,N
19.5,29.65,0,440,0.004154,N
19.55,29.65,0,442,0.004167,N
19.55,29.7,0,441.5,0.004174,N
19.5,29.7,0,441.67,0.004161,N
19.55,29.7,0,440,0.004174,N
19.53,29.68,0,437.25,0.004164,N
19.6,29.7,0,435,0.004187,N
19.6,29.6,0,443,0.004173,N
19.6,29.55,0,437,0.004166,N
19.6,29.63,0,436.67,0.004178,N
19.6,29.5,0,436,0.004159,N
19.6,29.5,0,437,0.004159,N
19.6,29.5,0,438,0.004159,N
19.6,29.5,0,439.5,0.004159,N
19.6,29.5,0,440,0.004159,N
19.6,29.5,0,440,0.004159,N
19.6,29.55,0,442,0.004166,N
19.6,29.5,0,439.5,0.004159,N
19.6,29.6,0,434.33,0.004173,N
19.6,29.55,0,435.5,0.004166,N
19.6,29.7,0,437,0.004187,N
19.6,29.67,0,437.67,0.004183,N
19.6,29.65,0,440.5,0.00418,N
19.6,29.7,0,439.5,0.004187,N
19.6,29.79,0,440,0.0042,N
19.6,29.79,0,436.5,0.0042,N
19.6,29.79,0,435.5,0.0042,N
19.6,29.79,0,434,0.0042,N
19.6,29.79,0,430,0.0042,N
19.6,29.84,0,433.5,0.004207,N
19.6,29.89,0,435.5,0.004214,N
19.6,29.89,0,439,0.004214,N
19.6,29.89,0,435,0.004214,N
19.6,29.89,0,440,0.004214,N
19.6,29.89,0,443,0.004214,N
19.55,29.89,0,439,0.004201,N
19.6,29.93,0,437.5,0.00422,N
19.55,29.95,0,439.67,0.004209,N
19.6,29.89,0,446,0.004214,N
19.55,29.89,0,441,0.004201,N
19.55,29.89,0,442,0.004201,N
19.55,29.95,0,442,0.004209,N
19.5,30,0,439.5,0.004204,N
19.6,30,0,437,0.00423,N
19.5,30.03,0,436.67,0.004208,N
19.5,30,0,435,0.004204,N
19.5,30,0,434,0.004204,N
19.55,30,0,436,0.004217,N
19.55,30,0,438.5,0.004217,N
19.5,30,0,437,0.004204,N
19.5,30.1,0,435.5,0.004218,N
